Symbol,TRDATE,Open,High,Low,Close,Volume
KOTAKBANK,14-Oct-09,201.1,204.07,199.68,201.94,4652292
LT,14-Oct-09,740.89,755.11,740.0,751.13,2253177
RELIANCE,14-Oct-09,538.64,544.22,533.11,540.92,13469764
SBIN,14-Oct-09,218.53,228.6,217.5,227.24,27478890
TCS,14-Oct-09,292.48,299.0,290.35,296.48,3979580
AXISBANK,15-Oct-09,208.32,208.32,199.6,201.2,10499780
HDFCBANK,15-Oct-09,171.04,173.5,169.41,172.23,9386160
HINDUNILVR,15-Oct-09,295.9,295.9,285.8,289.2,1095270
ICICIBANK,15-Oct-09,168.63,171.41,166.22,170.17,31891024
INFY,15-Oct-09,283.13,283.96,273.25,277.17,7204728
KOTAKBANK,15-Oct-09,204.74,208.0,203.52,205.49,2391744
LT,15-Oct-09,757.78,759.11,740.27,752.38,3148098
RELIANCE,15-Oct-09,544.59,550.23,536.17,537.78,13126291
SBIN,15-Oct-09,229.89,233.99,227.5,232.87,31846380
TCS,15-Oct-09,297.0,298.95,287.5,290.9,4232380
AXISBANK,16-Oct-09,202.4,204.18,199.0,201.3,14230400
HDFCBANK,16-Oct-09,173.2,173.88,171.24,171.96,8259850
HINDUNILVR,16-Oct-09,289.25,291.2,284.3,286.55,811712
ICICIBANK,16-Oct-09,168.39,176.33,168.39,174.38,33702691
INFY,16-Oct-09,277.25,279.95,273.13,273.74,8313992
KOTAKBANK,16-Oct-09,205.49,209.45,204.25,206.74,2454896
LT,16-Oct-09,754.67,759.38,740.11,753.42,3894660
RELIANCE,16-Oct-09,537.41,551.27,535.18,549.48,13558587
SBIN,16-Oct-09,233.4,247.4,231.0,244.63,51979710
TCS,16-Oct-09,283.0,302.2,283.0,299.15,7189942
AXISBANK,20-Oct-09,204.0,205.33,197.54,198.86,9070415
HDFCBANK,20-Oct-09,168.26,172.0,168.0,169.13,4694190
HINDUNILVR,20-Oct-09,286.3,292.1,278.9,280.25,3292107
ICICIBANK,20-Oct-09,172.5,175.64,170.92,171.72,22193319
INFY,20-Oct-09,274.88,277.88,271.27,273.54,12591872
KOTAKBANK,20-Oct-09,208.73,210.0,203.0,205.24,1707544
LT,20-Oct-09,759.11,759.87,740.56,743.91,3988401
RELIANCE,20-Oct-09,555.98,565.46,539.35,541.01,12766230
SBIN,20-Oct-09,246.0,249.9,244.66,247.09,23720870
TCS,20-Oct-09,307.0,312.9,306.02,310.52,7840584
AXISBANK,21-Oct-09,197.6,199.8,194.57,195.41,8743615
HDFCBANK,21-Oct-09,166.0,170.21,165.09,166.11,6423760
HINDUNILVR,21-Oct-09,282.0,282.0,272.65,273.65,1263718
ICICIBANK,21-Oct-09,170.36,171.15,167.68,168.93,21112014
INFY,21-Oct-09,275.6,279.88,272.5,277.08,12899344
KOTAKBANK,21-Oct-09,206.24,206.73,203.2,205.21,1445244
LT,21-Oct-09,743.91,753.78,740.0,743.62,4934736
RELIANCE,21-Oct-09,539.63,547.06,537.07,540.43,10294432
SBIN,21-Oct-09,247.0,247.0,238.0,238.61,22230480
TCS,21-Oct-09,310.0,319.7,309.0,316.4,5731638
AXISBANK,22-Oct-09,194.6,197.38,192.0,193.23,6598435
HDFCBANK,22-Oct-09,164.1,167.7,164.0,166.6,3789870
HINDUNILVR,22-Oct-09,272.0,280.0,270.0,278.3,1364468
ICICIBANK,22-Oct-09,166.91,167.45,161.09,162.07,27866652
INFY,22-Oct-09,275.0,281.25,273.9,276.64,15117160
KOTAKBANK,22-Oct-09,203.75,203.75,196.75,198.82,3476200
LT,22-Oct-09,747.16,747.16,708.53,715.47,7450814
RELIANCE,22-Oct-09,540.38,540.38,525.27,528.79,9330283
SBIN,22-Oct-09,237.27,238.47,231.51,232.48,19938160
TCS,22-Oct-09,316.0,321.98,307.67,312.92,4292924
AXISBANK,23-Oct-09,200.0,200.0,194.49,198.81,8304025
HDFCBANK,23-Oct-09,167.5,169.9,166.12,169.19,3788490
HINDUNILVR,23-Oct-09,282.25,283.85,279.55,280.65,2298182
ICICIBANK,23-Oct-09,164.36,165.79,162.75,164.31,19342763
INFY,23-Oct-09,278.75,284.38,276.52,282.5,12532216
KOTAKBANK,23-Oct-09,201.0,202.5,198.16,198.77,3028588
LT,23-Oct-09,719.56,723.56,693.38,697.96,10039088
RELIANCE,23-Oct-09,531.51,533.52,504.62,507.03,20349990
SBIN,23-Oct-09,230.26,237.97,227.26,235.46,17689410
TCS,23-Oct-09,315.05,322.95,314.8,319.9,7494460
AXISBANK,26-Oct-09,199.6,199.6,192.77,193.58,4460990
HDFCBANK,26-Oct-09,167.1,169.7,166.5,169.29,4082410
HINDUNILVR,26-Oct-09,282.0,283.5,276.5,277.85,1616035
ICICIBANK,26-Oct-09,165.27,167.27,161.28,161.97,19795264
INFY,26-Oct-09,283.17,287.42,278.75,284.24,10029776
KOTAKBANK,26-Oct-09,198.77,200.0,192.88,195.25,2399760
LT,26-Oct-09,702.11,717.33,690.22,702.29,4979274
RELIANCE,26-Oct-09,507.69,512.15,496.3,499.11,12800230
SBIN,26-Oct-09,236.5,237.39,229.5,230.55,16560360
TCS,26-Oct-09,321.5,328.83,317.5,322.27,4071746
AXISBANK,27-Oct-09,191.0,197.46,185.0,190.46,18034350
HDFCBANK,27-Oct-09,166.0,170.0,166.0,167.01,9577570
HINDUNILVR,27-Oct-09,276.5,283.2,274.3,280.4,3581524
ICICIBANK,27-Oct-09,160.91,163.54,150.21,151.72,57013891
INFY,27-Oct-09,283.13,287.49,276.96,280.33,14337256
KOTAKBANK,27-Oct-09,190.55,195.81,186.27,190.39,3958384
LT,27-Oct-09,694.67,713.24,686.53,692.02,4334940
RELIANCE,27-Oct-09,495.8,497.78,489.11,493.08,14276274
SBIN,27-Oct-09,229.5,233.9,218.49,220.27,55845720
TCS,27-Oct-09,328.95,328.95,317.27,321.38,3940880
AXISBANK,28-Oct-09,189.67,193.0,184.8,185.62,15208850
HDFCBANK,28-Oct-09,166.0,166.98,160.51,161.96,6660450
HINDUNILVR,28-Oct-09,281.0,283.0,277.2,279.8,1950506
ICICIBANK,28-Oct-09,150.36,150.91,143.09,147.17,56320363
INFY,28-Oct-09,280.08,283.5,277.54,282.09,12262776
KOTAKBANK,28-Oct-09,191.5,195.45,187.75,189.35,2387796
LT,28-Oct-09,688.89,714.53,685.89,707.18,4424721
RELIANCE,28-Oct-09,491.6,506.04,491.6,503.76,11911448
SBIN,28-Oct-09,221.87,223.25,211.66,221.29,53992560
TCS,28-Oct-09,321.2,324.45,317.5,321.42,3582314
AXISBANK,29-Oct-09,185.0,186.98,179.99,181.53,17635290
HDFCBANK,29-Oct-09,160.5,163.94,157.02,161.32,10245440
HINDUNILVR,29-Oct-09,277.6,285.5,277.35,283.1,3969670
ICICIBANK,29-Oct-09,143.82,146.37,137.57,140.32,57676899
INFY,29-Oct-09,281.13,281.13,274.4,276.04,15260688
KOTAKBANK,29-Oct-09,186.25,186.98,177.5,179.02,2593440
LT,29-Oct-09,689.56,705.87,689.56,698.71,7504643
RELIANCE,29-Oct-09,495.55,506.18,490.45,495.16,14254259
SBIN,29-Oct-09,216.26,222.34,216.26,219.63,36680960
TCS,29-Oct-09,318.0,322.75,315.6,317.02,4882712
AXISBANK,30-Oct-09,185.0,191.36,180.2,181.48,10901980
HDFCBANK,30-Oct-09,162.2,168.8,160.55,162.07,7646190
HINDUNILVR,30-Oct-09,285.05,287.65,279.15,283.5,2476579
ICICIBANK,30-Oct-09,142.73,147.33,138.89,143.78,65643886
INFY,30-Oct-09,278.5,281.13,267.77,275.77,14282728
KOTAKBANK,30-Oct-09,182.5,190.98,175.88,178.29,4568208
LT,30-Oct-09,706.67,715.56,685.02,696.89,4443527
RELIANCE,30-Oct-09,495.57,503.97,475.99,478.25,20113836
SBIN,30-Oct-09,221.5,229.9,218.05,219.1,39272250
TCS,30-Oct-09,321.0,324.38,310.0,314.15,2876124
AXISBANK,03-Nov-09,181.4,183.99,177.52,178.8,11643330
HDFCBANK,03-Nov-09,161.68,163.95,158.4,160.05,4751260
HINDUNILVR,03-Nov-09,279.0,281.7,268.55,273.1,4102423
ICICIBANK,03-Nov-09,142.96,149.76,140.74,142.96,51784782
INFY,03-Nov-09,275.38,280.91,266.26,267.88,12042264
KOTAKBANK,03-Nov-09,176.25,179.5,168.02,170.26,4518616
LT,03-Nov-09,688.89,711.13,673.4,678.22,4550726
RELIANCE,03-Nov-09,475.51,476.68,446.33,450.37,19778827
SBIN,03-Nov-09,218.7,218.7,209.0,210.3,29840820
TCS,03-Nov-09,318.0,318.0,300.5,303.02,2768288
AXISBANK,04-Nov-09,180.24,185.6,179.02,184.82,9460765
HDFCBANK,04-Nov-09,160.5,164.7,158.13,162.4,6275230
HINDUNILVR,04-Nov-09,273.85,279.5,268.55,277.95,3077273
ICICIBANK,04-Nov-09,144.73,151.24,144.53,150.5,36119803
INFY,04-Nov-09,269.88,282.5,269.88,279.64,12771288
KOTAKBANK,04-Nov-09,172.2,175.98,170.99,174.91,2154108
LT,04-Nov-09,685.11,692.0,675.56,687.4,4093130
RELIANCE,04-Nov-09,458.16,477.47,453.87,475.67,18443831
SBIN,04-Nov-09,213.0,218.5,205.74,217.13,36301530
TCS,04-Nov-09,305.55,314.0,305.0,312.85,4555798
AXISBANK,05-Nov-09,185.0,186.98,178.05,183.22,11040040
HDFCBANK,05-Nov-09,161.98,163.78,158.7,162.34,9871450
HINDUNILVR,05-Nov-09,275.6,280.35,270.05,279.7,1847655
ICICIBANK,05-Nov-09,151.27,154.17,146.99,153.57,31882928
INFY,05-Nov-09,278.27,280.28,270.61,277.71,9016400
KOTAKBANK,05-Nov-09,174.75,179.75,171.63,179.49,2508716
LT,05-Nov-09,685.84,688.0,660.13,685.47,5514898
RELIANCE,05-Nov-09,472.81,482.43,458.4,480.73,13885278
SBIN,05-Nov-09,217.77,217.77,208.43,213.93,31956440
TCS,05-Nov-09,315.0,315.0,302.8,312.25,2731302
AXISBANK,06-Nov-09,184.2,189.74,184.2,187.58,9430750
HDFCBANK,06-Nov-09,163.5,165.35,162.2,164.0,5739060
HINDUNILVR,06-Nov-09,279.95,279.95,271.6,272.6,1374480
ICICIBANK,06-Nov-09,155.81,156.85,152.82,154.28,29357278
INFY,06-Nov-09,280.05,281.25,274.07,277.33,6601328
KOTAKBANK,06-Nov-09,180.25,193.68,180.25,190.79,3102264
LT,06-Nov-09,693.33,707.56,688.89,702.02,3759747
RELIANCE,06-Nov-09,477.97,489.09,477.97,484.78,14124763
SBIN,06-Nov-09,216.0,222.6,215.5,220.5,35324450
TCS,06-Nov-09,310.0,317.48,306.83,311.08,4179484
AXISBANK,09-Nov-09,183.1,201.0,183.1,199.6,19860525
HDFCBANK,09-Nov-09,164.1,171.0,164.0,170.74,8736220
HINDUNILVR,09-Nov-09,273.25,274.5,268.55,271.4,3278866
ICICIBANK,09-Nov-09,154.36,162.27,153.56,161.55,37202297
INFY,09-Nov-09,278.75,280.0,275.0,279.01,5086712
KOTAKBANK,09-Nov-09,193.75,204.45,188.13,200.82,5367708
LT,09-Nov-09,711.04,713.56,693.78,711.76,3031341
RELIANCE,09-Nov-09,489.11,503.23,485.8,501.35,13237039
SBIN,09-Nov-09,221.5,232.5,221.0,231.82,29647600
TCS,09-Nov-09,312.5,314.0,307.5,311.38,3432086
AXISBANK,10-Nov-09,204.8,205.6,197.76,199.28,12050590
HDFCBANK,10-Nov-09,170.04,174.19,169.17,170.35,9364350
HINDUNILVR,10-Nov-09,272.2,275.0,262.5,263.85,3566472
ICICIBANK,10-Nov-09,163.62,165.24,161.86,163.01,33055286
INFY,10-Nov-09,283.25,283.73,275.08,277.24,6127880
KOTAKBANK,10-Nov-09,203.46,204.45,196.32,197.66,2942920
LT,10-Nov-09,721.07,721.07,700.0,709.98,3266430
RELIANCE,10-Nov-09,505.21,520.68,496.54,508.8,25545273
SBIN,10-Nov-09,233.8,238.19,232.5,236.89,41833010
TCS,10-Nov-09,313.0,314.5,310.0,313.33,4610406
AXISBANK,11-Nov-09,198.48,202.0,197.0,201.04,8065490
HDFCBANK,11-Nov-09,167.54,174.0,167.54,173.59,7595900
HINDUNILVR,11-Nov-09,266.9,268.0,263.8,265.75,3476292
ICICIBANK,11-Nov-09,163.09,168.91,161.09,168.09,22744386
INFY,11-Nov-09,276.5,289.38,276.25,288.34,9474696
KOTAKBANK,11-Nov-09,198.8,204.32,194.64,203.27,3139388
LT,11-Nov-09,710.02,730.67,703.2,728.47,3685945
RELIANCE,11-Nov-09,512.15,527.6,504.13,523.54,16892900
SBIN,11-Nov-09,236.5,238.45,233.0,237.82,22420760
TCS,11-Nov-09,313.52,323.5,309.25,322.63,4049412
AXISBANK,12-Nov-09,201.4,201.79,194.4,196.02,14094455
HDFCBANK,12-Nov-09,172.87,174.2,170.76,171.65,7844950
HINDUNILVR,12-Nov-09,267.1,268.9,262.8,264.4,2344698
ICICIBANK,12-Nov-09,168.55,168.82,160.55,162.29,28706227
INFY,12-Nov-09,285.84,293.63,285.84,290.8,8001216
KOTAKBANK,12-Nov-09,200.0,203.93,195.57,197.23,2083848
LT,12-Nov-09,728.89,737.33,720.98,729.07,3748032
RELIANCE,12-Nov-09,526.26,531.46,516.11,520.38,15380135
SBIN,12-Nov-09,237.0,237.82,227.6,229.37,22259290
TCS,12-Nov-09,322.5,330.75,321.77,327.67,4727766
AXISBANK,13-Nov-09,195.84,200.4,194.11,199.22,12226205
HDFCBANK,13-Nov-09,170.55,174.1,170.55,172.23,8622910
HINDUNILVR,13-Nov-09,265.0,270.75,265.0,269.8,2203590
ICICIBANK,13-Nov-09,163.49,166.35,162.09,165.26,21123833
INFY,13-Nov-09,291.61,296.81,289.08,294.96,7251216
KOTAKBANK,13-Nov-09,198.0,204.15,196.57,202.59,3283544
LT,13-Nov-09,730.67,740.8,726.89,730.84,2348658
RELIANCE,13-Nov-09,517.59,527.25,516.13,524.9,10328544
SBIN,13-Nov-09,227.6,233.3,226.26,229.99,21043670
TCS,13-Nov-09,327.48,337.45,323.77,335.08,4597896
AXISBANK,16-Nov-09,200.2,202.38,199.1,200.25,8831355
HDFCBANK,16-Nov-09,172.29,174.98,171.9,172.36,6065560
HINDUNILVR,16-Nov-09,271.45,275.8,270.0,274.3,2641973
ICICIBANK,16-Nov-09,165.65,169.45,165.65,167.15,19300605
INFY,16-Nov-09,295.92,296.84,291.91,293.99,5099088
KOTAKBANK,16-Nov-09,203.75,207.93,203.75,206.0,2132676
LT,16-Nov-09,737.78,742.22,732.84,734.64,2395766
RELIANCE,16-Nov-09,532.21,535.4,527.91,533.34,8347446
SBIN,16-Nov-09,227.26,237.26,227.26,234.55,18478550
TCS,16-Nov-09,335.0,338.5,330.0,332.88,3523808
AXISBANK,17-Nov-09,205.0,205.0,197.0,200.44,6582910
HDFCBANK,17-Nov-09,174.49,175.7,170.13,174.96,7006900
HINDUNILVR,17-Nov-09,274.6,277.9,272.35,276.6,1651400
ICICIBANK,17-Nov-09,167.64,168.16,163.65,167.37,19681051
INFY,17-Nov-09,294.51,300.6,294.51,299.79,8147944
KOTAKBANK,17-Nov-09,206.25,208.99,201.27,207.45,2163620
LT,17-Nov-09,736.44,739.56,727.62,736.13,2265599
RELIANCE,17-Nov-09,534.93,535.35,521.8,528.08,12136493
SBIN,17-Nov-09,235.98,236.0,229.66,235.07,19729730
TCS,17-Nov-09,334.0,346.45,329.65,345.23,5344330
AXISBANK,18-Nov-09,199.0,201.0,198.75,199.83,5088005
HDFCBANK,18-Nov-09,171.18,175.5,171.18,174.96,9465300
HINDUNILVR,18-Nov-09,277.0,278.0,274.45,276.75,1597721
ICICIBANK,18-Nov-09,166.36,166.91,163.82,164.64,17739876
INFY,18-Nov-09,299.96,305.42,299.91,304.16,8816704
KOTAKBANK,18-Nov-09,209.5,212.5,202.75,203.79,6769844
LT,18-Nov-09,737.02,737.02,721.04,723.49,2753223
RELIANCE,18-Nov-09,535.42,535.42,518.61,520.08,15778411
SBIN,18-Nov-09,234.76,235.9,231.5,232.78,14662960
TCS,18-Nov-09,345.5,352.85,341.75,343.45,5582914
AXISBANK,19-Nov-09,198.8,201.0,195.6,197.31,5850460
HDFCBANK,19-Nov-09,174.8,174.8,170.4,171.96,5941120
HINDUNILVR,19-Nov-09,275.5,278.0,272.6,275.5,770124
ICICIBANK,19-Nov-09,164.43,164.53,159.64,161.17,19304213
INFY,19-Nov-09,295.98,302.5,295.98,301.24,6498616
KOTAKBANK,19-Nov-09,204.5,205.45,193.75,196.01,3186976
LT,19-Nov-09,720.04,726.64,713.78,717.67,2079704
RELIANCE,19-Nov-09,519.76,522.52,513.36,516.06,9341036
SBIN,19-Nov-09,232.9,232.91,227.01,228.13,16901590
TCS,19-Nov-09,344.95,346.2,334.75,339.95,3464664
AXISBANK,20-Nov-09,196.2,199.8,191.02,198.41,9253395
HDFCBANK,20-Nov-09,170.9,176.15,170.9,175.4,7653960
HINDUNILVR,20-Nov-09,276.5,280.5,275.0,276.6,1201108
ICICIBANK,20-Nov-09,160.0,163.82,156.0,163.09,27084640
INFY,20-Nov-09,300.14,306.13,297.5,303.34,6156416
KOTAKBANK,20-Nov-09,196.01,199.75,191.51,198.32,3220048
LT,20-Nov-09,712.0,730.0,711.11,726.11,3093988
RELIANCE,20-Nov-09,515.12,528.73,511.4,525.84,12471430
SBIN,20-Nov-09,228.1,234.6,224.1,233.49,26760130
TCS,20-Nov-09,339.0,348.0,335.05,346.58,2800774
AXISBANK,23-Nov-09,198.0,201.5,198.0,199.88,5518350
HDFCBANK,23-Nov-09,173.53,178.0,173.53,176.54,5873220
HINDUNILVR,23-Nov-09,278.65,281.95,275.9,280.85,1359984
ICICIBANK,23-Nov-09,163.64,167.95,162.76,166.77,19699955
INFY,23-Nov-09,302.61,302.61,298.88,300.87,4655008
KOTAKBANK,23-Nov-09,199.93,203.36,198.07,201.29,2808836
LT,23-Nov-09,726.11,733.29,723.67,726.89,1458427
RELIANCE,23-Nov-09,534.93,546.75,528.26,543.58,22322641
SBIN,23-Nov-09,234.7,234.7,230.59,232.0,21826520
TCS,23-Nov-09,347.5,350.0,343.0,347.05,2543474
AXISBANK,24-Nov-09,201.6,201.6,196.21,200.02,5970380
HDFCBANK,24-Nov-09,175.0,178.0,174.01,177.69,4401650
HINDUNILVR,24-Nov-09,280.85,282.75,278.4,279.9,1242996
ICICIBANK,24-Nov-09,166.39,166.55,162.95,165.34,26675170
INFY,24-Nov-09,301.59,305.86,298.78,304.34,7325904
KOTAKBANK,24-Nov-09,201.25,202.13,193.13,194.56,3086516
LT,24-Nov-09,726.67,736.36,720.02,733.02,2516161
RELIANCE,24-Nov-09,542.85,546.07,536.94,539.19,14021703
SBIN,24-Nov-09,232.0,235.0,229.8,230.55,23249160
TCS,24-Nov-09,352.0,352.0,341.0,349.52,2721872
AXISBANK,25-Nov-09,200.0,204.4,199.31,203.33,11950580
HDFCBANK,25-Nov-09,175.13,180.9,175.13,180.27,7874790
HINDUNILVR,25-Nov-09,278.0,285.55,278.0,284.25,2294467
ICICIBANK,25-Nov-09,164.38,165.27,161.31,163.97,24813921
INFY,25-Nov-09,304.5,307.13,302.02,304.82,5025976
KOTAKBANK,25-Nov-09,194.96,199.46,193.82,197.49,2966152
LT,25-Nov-09,731.56,737.33,727.87,733.69,2006813
RELIANCE,25-Nov-09,541.31,551.25,537.38,543.52,16768697
SBIN,25-Nov-09,230.4,234.4,230.03,232.21,15058220
TCS,25-Nov-09,349.52,355.83,346.0,351.4,3893254
AXISBANK,26-Nov-09,203.4,207.59,198.41,199.47,13558880
HDFCBANK,26-Nov-09,175.0,181.0,175.0,176.12,8028820
HINDUNILVR,26-Nov-09,284.5,288.85,283.05,286.7,4044547
ICICIBANK,26-Nov-09,163.0,163.05,156.36,157.36,34519276
INFY,26-Nov-09,305.63,305.67,295.88,299.18,7643840
KOTAKBANK,26-Nov-09,198.75,198.75,194.52,196.05,3035496
LT,26-Nov-09,733.33,735.67,717.8,724.93,3446750
RELIANCE,26-Nov-09,550.28,550.28,521.7,526.88,10255018
SBIN,26-Nov-09,232.94,232.94,224.55,225.46,19342730
TCS,26-Nov-09,352.48,353.67,342.5,343.95,4409118
AXISBANK,27-Nov-09,196.0,198.0,187.4,194.24,9159750
HDFCBANK,27-Nov-09,174.2,176.37,168.24,175.04,7487760
HINDUNILVR,27-Nov-09,282.35,289.8,279.0,284.3,1785500
ICICIBANK,27-Nov-09,154.55,155.8,147.45,154.71,42162917
INFY,27-Nov-09,294.5,299.38,288.39,290.98,8169288
KOTAKBANK,27-Nov-09,195.0,195.0,181.38,190.93,3878372
LT,27-Nov-09,705.04,714.67,680.0,706.42,5987634
RELIANCE,27-Nov-09,520.07,524.03,500.75,518.06,11754339
SBIN,27-Nov-09,222.16,226.9,214.3,224.29,26620130
TCS,27-Nov-09,338.27,343.2,327.5,335.23,3769058
AXISBANK,30-Nov-09,197.0,202.21,196.8,199.88,7341520
HDFCBANK,30-Nov-09,176.5,178.7,174.23,176.63,8755640
HINDUNILVR,30-Nov-09,286.0,286.4,282.5,285.2,1335604
ICICIBANK,30-Nov-09,163.64,163.64,156.36,157.79,28313087
INFY,30-Nov-09,294.08,299.11,293.78,297.42,7009016
KOTAKBANK,30-Nov-09,191.25,198.7,190.0,196.77,1734460
LT,30-Nov-09,716.44,724.44,711.11,717.6,2256637
RELIANCE,30-Nov-09,526.26,534.38,522.05,526.76,8339974
SBIN,30-Nov-09,228.0,229.22,221.85,223.96,27829100
TCS,30-Nov-09,337.0,346.48,337.0,344.2,3882888
AXISBANK,01-Dec-09,202.0,208.0,201.1,207.37,8371170
HDFCBANK,01-Dec-09,177.97,179.9,175.0,178.97,5487530
HINDUNILVR,01-Dec-09,286.0,286.5,277.7,278.65,4084853
ICICIBANK,01-Dec-09,159.27,161.8,157.28,161.31,22969435
INFY,01-Dec-09,303.38,303.38,294.38,299.47,6511080
KOTAKBANK,01-Dec-09,197.5,204.5,183.25,203.86,3169736
LT,01-Dec-09,719.87,727.11,716.69,724.09,2338949
RELIANCE,01-Dec-09,532.45,544.84,528.59,543.84,5773985
SBIN,01-Dec-09,224.6,229.8,224.31,229.16,17561300
TCS,01-Dec-09,351.7,351.7,340.13,342.88,3229964
AXISBANK,02-Dec-09,208.2,210.56,206.49,209.49,8068555
HDFCBANK,02-Dec-09,178.01,181.35,177.63,180.71,11851660
HINDUNILVR,02-Dec-09,280.0,280.0,274.0,274.8,2713850
ICICIBANK,02-Dec-09,162.7,166.81,161.45,162.46,36092732
INFY,02-Dec-09,300.61,301.0,294.75,299.42,7410024
KOTAKBANK,02-Dec-09,204.0,206.25,203.05,204.35,2366532
LT,02-Dec-09,726.67,728.89,716.11,722.93,2488680
RELIANCE,02-Dec-09,547.44,554.07,540.48,545.06,9544294
SBIN,02-Dec-09,230.98,235.17,230.16,230.9,17971870
TCS,02-Dec-09,347.48,347.48,338.52,342.15,2161954
AXISBANK,03-Dec-09,210.9,212.8,207.4,209.92,5644490
HDFCBANK,03-Dec-09,178.85,182.4,178.85,180.7,4876470
HINDUNILVR,03-Dec-09,275.0,278.0,270.15,270.65,2233330
ICICIBANK,03-Dec-09,162.18,164.54,159.49,160.77,27686252
INFY,03-Dec-09,300.25,302.38,295.51,297.12,7344480
KOTAKBANK,03-Dec-09,205.0,206.75,200.29,201.55,1596448
LT,03-Dec-09,725.33,727.09,717.82,721.98,2369214
RELIANCE,03-Dec-09,547.26,554.74,540.92,544.66,8037150
SBIN,03-Dec-09,232.9,236.43,230.5,235.46,24354640
TCS,03-Dec-09,343.88,347.95,339.63,345.02,2978706
AXISBANK,04-Dec-09,207.0,208.96,204.0,205.41,5019750
HDFCBANK,04-Dec-09,178.62,180.1,177.51,178.96,3389280
HINDUNILVR,04-Dec-09,270.8,275.2,268.75,271.95,1373426
ICICIBANK,04-Dec-09,159.09,160.25,157.27,158.45,23213157
INFY,04-Dec-09,297.75,302.94,296.28,297.95,7718720
KOTAKBANK,04-Dec-09,201.0,202.25,197.64,198.96,1638368
LT,04-Dec-09,719.56,728.84,714.49,721.29,1357357
RELIANCE,04-Dec-09,540.38,548.3,535.08,539.09,6444249
SBIN,04-Dec-09,233.0,237.5,232.12,232.8,21757810
TCS,04-Dec-09,340.5,350.5,340.5,347.6,3933408
AXISBANK,07-Dec-09,206.0,207.38,200.66,201.81,4812455
HDFCBANK,07-Dec-09,179.0,180.77,178.49,179.74,4551060
HINDUNILVR,07-Dec-09,273.3,273.85,270.15,271.75,1009339
ICICIBANK,07-Dec-09,158.91,160.24,155.65,156.49,23868311
INFY,07-Dec-09,299.36,303.31,296.88,298.83,6889896
KOTAKBANK,07-Dec-09,201.2,201.88,195.4,196.14,1766700
LT,07-Dec-09,722.22,729.33,717.33,727.67,1553508
RELIANCE,07-Dec-09,538.89,541.91,520.07,522.55,9540083
SBIN,07-Dec-09,233.5,234.98,230.63,232.18,18355880
TCS,07-Dec-09,349.0,352.95,347.5,349.7,2207652
AXISBANK,08-Dec-09,201.8,209.48,200.0,207.94,8824885
HDFCBANK,08-Dec-09,178.7,183.9,177.24,183.32,6830640
HINDUNILVR,08-Dec-09,271.0,277.45,270.05,277.0,1140805
ICICIBANK,08-Dec-09,156.36,159.59,154.84,158.63,32729114
INFY,08-Dec-09,299.96,306.38,297.52,305.81,8611792
KOTAKBANK,08-Dec-09,196.25,203.1,195.0,201.61,1646324
LT,08-Dec-09,727.56,737.69,724.89,736.18,2058522
RELIANCE,08-Dec-09,525.02,537.13,522.62,535.1,9430385
SBIN,08-Dec-09,231.46,232.96,227.88,230.73,24811510
TCS,08-Dec-09,349.92,350.42,345.13,349.15,4226172
AXISBANK,09-Dec-09,203.0,206.49,201.98,203.17,5265440
HDFCBANK,09-Dec-09,180.57,183.48,179.15,180.43,8034370
HINDUNILVR,09-Dec-09,276.5,277.95,274.1,276.7,1229066
ICICIBANK,09-Dec-09,157.58,158.51,155.09,155.51,19975054
INFY,09-Dec-09,303.75,307.75,302.77,307.07,7670064
KOTAKBANK,09-Dec-09,200.77,201.95,196.29,197.55,1582676
LT,09-Dec-09,733.33,743.96,730.67,736.36,2154156
RELIANCE,09-Dec-09,529.98,533.94,526.09,530.89,5159531
SBIN,09-Dec-09,229.77,231.9,227.6,229.39,18696060
TCS,09-Dec-09,349.0,355.45,346.6,353.35,4708848
AXISBANK,10-Dec-09,202.98,206.0,200.32,204.27,6852780
HDFCBANK,10-Dec-09,179.13,180.5,177.24,178.51,6116960
HINDUNILVR,10-Dec-09,277.0,277.0,272.45,273.05,1935702
ICICIBANK,10-Dec-09,155.51,159.64,153.51,159.26,32892728
INFY,10-Dec-09,308.06,308.06,303.76,306.62,4517448
KOTAKBANK,10-Dec-09,198.0,201.19,197.5,200.1,1101732
LT,10-Dec-09,736.47,751.82,730.73,750.07,3212124
RELIANCE,10-Dec-09,531.81,535.92,526.01,530.87,5973929
SBIN,10-Dec-09,229.0,231.2,227.1,229.7,16619380
TCS,10-Dec-09,352.5,355.0,350.98,352.83,1659484
AXISBANK,11-Dec-09,205.2,206.63,199.57,200.75,5799610
HDFCBANK,11-Dec-09,178.88,179.9,176.31,178.51,5976600
HINDUNILVR,11-Dec-09,274.75,274.75,271.2,272.95,2436101
ICICIBANK,11-Dec-09,161.4,161.4,155.15,157.18,22930633
INFY,11-Dec-09,308.13,311.08,306.44,307.59,6840432
KOTAKBANK,11-Dec-09,202.0,202.75,197.56,200.71,1500968
LT,11-Dec-09,755.07,756.67,740.2,751.4,3578213
RELIANCE,11-Dec-09,534.93,538.89,527.25,530.6,7130309
SBIN,11-Dec-09,231.0,232.5,226.0,226.65,20011940
TCS,11-Dec-09,353.58,357.2,350.0,353.05,2688312
AXISBANK,14-Dec-09,200.6,202.6,197.9,198.93,5540770
